time,asn,src_res,dest_res,src_pkt,dest_pkt,command,status,ch1,slot1,ch2,slot2,ch3,slot3,id_res,succes
"2017-07-20 15:20:33,666",1331,0002,0001,0002,0001,CELLADD_REQ,ENQUEUED,7,10,7,14,7,8,1,1
"2017-07-20 15:20:33,672",1331,000d,0001,000d,0001,CELLADD_REQ,ENQUEUED,8,3,8,8,,,2,0
"2017-07-20 15:20:33,675",1331,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,5,14,10,7,9,0,3,1
"2017-07-20 15:20:33,678",1331,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,4,12,10,9,,,4,0
"2017-07-20 15:20:33,746",1342,0002,0001,0001,0002,CELLADD_REQ,RCVD,,,,,,,1,1
"2017-07-20 15:20:33,747",1342,0002,0001,0001,0002,CELLADD_REP,ENQUEUED,7,8,,,,,1,1
"2017-07-20 15:20:33,760",1342,0002,0001,0002,0001,CELLADD_REQ,TXED,,,,,,,1,1
"2017-07-20 15:20:33,842",1353,0002,0001,0002,0001,CELLADD_REP,RCVD,7,8,,,,,1,1
"2017-07-20 15:20:33,848",1353,0002,0001,0001,0002,CELLADD_REP,TXED,7,8,,,,,1,1
"2017-07-20 15:20:33,922",1364,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,3,1
"2017-07-20 15:20:33,923",1364,000c,0001,0001,000c,CELLADD_REP,ENQUEUED,9,0,,,,,3,1
"2017-07-20 15:20:33,929",1364,000c,0001,000c,0001,CELLADD_REQ,TXED,,,,,,,3,1
"2017-07-20 15:20:33,991",1375,000c,0001,000c,0001,CELLADD_REP,RCVD,9,0,,,,,3,1
"2017-07-20 15:20:33,997",1375,000c,0001,0001,000c,CELLADD_REP,TXED,9,0,,,,,3,1
"2017-07-20 15:20:34,073",1386,000c,0001,0001,000c,CELLADD_REQ,FAILED,,,,,,,3,1
"2017-07-20 15:20:34,074",1386,000d,0001,000d,0001,CELLADD_REQ,ENQUEUED,5,9,9,7,9,3,5,1
"2017-07-20 15:20:34,263",1419,000d,0001,0001,000d,CELLADD_REQ,RCVD,,,,,,,5,1
"2017-07-20 15:20:34,264",1419,000d,0001,0001,000d,CELLADD_REP,ENQUEUED,5,9,,,,,5,1
"2017-07-20 15:20:34,273",1419,000d,0001,000d,0001,CELLADD_REQ,TXED,,,,,,,5,1
"2017-07-20 15:20:34,393",1441,000d,0001,000d,0001,CELLADD_REP,RCVD,5,9,,,,,5,1
"2017-07-20 15:20:34,399",1441,000d,0001,0001,000d,CELLADD_REP,TXED,5,9,,,,,5,1
"2017-07-20 15:20:34,740",1507,000d,0001,0001,000d,CELLADD_REQ,FAILED,,,,,,,2,0
"2017-07-20 15:20:34,742",1507,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,6,13,9,0,4,6,6,1
"2017-07-20 15:20:34,812",1518,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,6,1
"2017-07-20 15:20:34,819",1518,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,6,1
"2017-07-20 15:20:34,820",1518,000b,0001,0001,000b,CELLADD_REP,ENQUEUED,4,6,,,,,6,1
"2017-07-20 15:20:35,042",1562,000b,0001,000b,0001,CELLADD_REP,RCVD,4,6,,,,,6,1
"2017-07-20 15:20:35,053",1562,000b,0001,0001,000b,CELLADD_REP,TXED,4,6,,,,,6,1
"2017-07-20 15:20:37,305",2035,000e,000d,000e,000d,CELLADD_REQ,ENQUEUED,6,1,7,14,,,7,1
"2017-07-20 15:20:37,367",2046,000e,000d,000d,000e,CELLADD_REQ,RCVD,,,,,,,7,1
"2017-07-20 15:20:37,368",2046,000e,000d,000d,000e,CELLADD_REP,ENQUEUED,7,14,,,,,7,1
"2017-07-20 15:20:37,378",2046,000e,000d,000e,000d,CELLADD_REQ,TXED,,,,,,,7,1
"2017-07-20 15:20:37,466",2057,000e,000d,000e,000d,CELLADD_REP,RCVD,7,14,,,,,7,1
"2017-07-20 15:20:37,472",2057,000e,000d,000d,000e,CELLADD_REP,TXED,7,14,,,,,7,1
"2017-07-20 15:20:37,473",2057,000d,0001,000d,0001,CELLADD_REQ,ENQUEUED,8,12,,,,,8,1
"2017-07-20 15:20:37,492",2062,000d,0001,000d,0001,CELLADD_REQ,TXED,5,9,,,,,8,1
"2017-07-20 15:20:37,498",2062,000d,0001,0001,000d,CELLADD_REQ,RCVD,,,,,,,8,1
"2017-07-20 15:20:37,499",2062,000d,0001,0001,000d,CELLADD_REP,ENQUEUED,8,12,,,,,8,1
"2017-07-20 15:20:37,567",2068,000d,0001,000d,0001,CELLADD_REP,RCVD,8,12,,,,,8,1
"2017-07-20 15:20:37,581",2068,000d,0001,0001,000d,CELLADD_REP,TXED,8,12,,,,,8,1
"2017-07-20 15:20:49,044",4004,0006,000b,0006,000b,CELLADD_REQ,ENQUEUED,7,15,4,10,,,9,1
"2017-07-20 15:20:49,056",4004,0007,000b,0007,000b,CELLADD_REQ,ENQUEUED,8,2,10,15,,,10,1
"2017-07-20 15:20:49,059",4004,0003,000b,0003,000b,CELLADD_REQ,ENQUEUED,9,0,9,10,,,11,0
"2017-07-20 15:20:49,166",4015,0007,000b,0007,000b,CELLADD_REQ,TXED,,,,,,,10,1
"2017-07-20 15:20:49,175",4015,0007,000b,000b,0007,CELLADD_REQ,RCVD,,,,,,,10,1
"2017-07-20 15:20:49,176",4015,0007,000b,000b,0007,CELLADD_REP,ENQUEUED,10,15,,,,,10,1
"2017-07-20 15:20:49,384",4037,0005,000c,0005,000c,CELLADD_REQ,ENQUEUED,5,0,6,7,10,12,12,1
"2017-07-20 15:20:49,390",4037,0007,000b,0007,000b,CELLADD_REP,RCVD,10,15,,,,,10,1
"2017-07-20 15:20:49,399",4041,000b,0001,000b,0001,CELLADD_REQ,TXED,4,6,,,,,6,1
"2017-07-20 15:20:49,415",4041,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,6,1
"2017-07-20 15:20:49,528",4048,000b,0001,0001,000b,CELLADD_REP,TXED,8,12,,,,,6,1
"2017-07-20 15:20:49,531",4052,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,6,1
"2017-07-20 15:20:49,623",4059,0008,000d,0008,000d,CELLADD_REQ,ENQUEUED,8,10,9,7,,,13,1
"2017-07-20 15:20:49,651",4059,000b,0001,0001,000b,CELLADD_REP,TXED,8,12,,,,,6,1
"2017-07-20 15:20:49,654",4063,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,6,1
"2017-07-20 15:20:49,765",4070,000b,0001,0001,000b,CELLADD_REP,TXED,8,12,,,,,6,1
"2017-07-20 15:20:49,768",4074,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,6,1
"2017-07-20 15:20:49,872",4081,000b,0001,0001,000b,CELLADD_REP,TXED,8,12,,,,,6,1
"2017-07-20 15:20:49,875",4085,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,6,1
"2017-07-20 15:20:49,964",4092,0005,000c,000c,0005,CELLADD_REQ,RCVD,,,,,,,12,1
"2017-07-20 15:20:49,965",4092,0005,000c,000c,0005,CELLADD_REP,ENQUEUED,10,12,,,,,12,1
"2017-07-20 15:20:49,970",4092,0005,000c,0005,000c,CELLADD_REQ,TXED,,,,,,,12,1
"2017-07-20 15:20:50,067",4103,0008,000d,000d,0008,CELLADD_REQ,RCVD,,,,,,,13,1
"2017-07-20 15:20:50,068",4103,0008,000d,000d,0008,CELLADD_REP,ENQUEUED,9,7,,,,,13,1
"2017-07-20 15:20:50,088",4103,0005,000c,0005,000c,CELLADD_REP,RCVD,10,12,,,,,12,1
"2017-07-20 15:20:50,094",4103,0005,000c,000c,0005,CELLADD_REP,TXED,10,12,,,,,12,1
"2017-07-20 15:20:50,095",4103,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,5,11,6,15,,,14,1
"2017-07-20 15:20:50,178",4112,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,14,1
"2017-07-20 15:20:50,230",4114,0006,000b,0006,000b,CELLADD_REQ,ENQUEUED,7,5,7,7,,,15,1
"2017-07-20 15:20:50,236",4114,0006,000b,000b,0006,CELLADD_REP,TXED,10,15,,,,,9,1
"2017-07-20 15:20:50,312",4123,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,14,1
"2017-07-20 15:20:50,341",4123,000c,0001,000c,0001,CELLADD_REQ,TXED,9,0,,,,,14,1
"2017-07-20 15:20:50,352",4125,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,9,8,10,13,5,4,114,1
"2017-07-20 15:20:50,358",4125,0006,000b,0006,000b,CELLADD_REQ,TXED,,,,,,,15,1
"2017-07-20 15:20:50,363",4125,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,9,7,7,13,,,17,0
"2017-07-20 15:20:50,368",4125,0008,000d,000d,0008,CELLADD_REP,TXED,9,7,,,,,13,1
"2017-07-20 15:20:50,680",4158,000a,000e,000e,000a,CELLADD_REQ,RCVD,,,,,,,114,1
"2017-07-20 15:20:50,681",4158,000a,000e,000e,000a,CELLADD_REP,ENQUEUED,5,4,,,,,114,1
"2017-07-20 15:20:50,783",4169,000a,000e,000e,000a,CELLADD_REP,TXED,5,4,,,,,114,1
"2017-07-20 15:20:50,784",4169,000e,000d,000e,000d,CELLADD_REQ,ENQUEUED,8,14,8,5,,,18,1
"2017-07-20 15:20:50,833",4176,000e,000d,000e,000d,CELLADD_REQ,TXED,7,14,,,,,18,1
"2017-07-20 15:20:50,863",4176,000e,000d,000d,000e,CELLADD_REQ,RCVD,,,,,,,18,1
"2017-07-20 15:20:50,864",4176,000e,000d,000d,000e,CELLADD_REP,ENQUEUED,,,,,,,18,1
"2017-07-20 15:20:50,920",4180,000b,0001,0001,000b,CELLADD_REP,TXED,8,12,,,,,6,1
"2017-07-20 15:20:51,008",4191,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,4,3,7,12,,,19,0
"2017-07-20 15:20:51,026",4191,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,14,1
"2017-07-20 15:20:51,222",4213,000c,0001,0001,000c,CELLADD_REQ,FAILED,9,0,,,,,19,0
"2017-07-20 15:20:51,239",4213,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,19,0
"2017-07-20 15:20:51,313",4224,000c,0001,0001,000c,CELLADD_REQ,FAILED,,,,,,,19,0
"2017-07-20 15:20:51,314",4224,0003,0002,0003,0002,CELLADD_REQ,ENQUEUED,10,11,5,1,,,20,1
"2017-07-20 15:20:51,337",4224,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,8,6,8,15,,,21,1
"2017-07-20 15:20:51,350",4224,000c,0001,000c,0001,CELLADD_REP,FAILED,10,15,,,,,19,0
"2017-07-20 15:20:51,414",4233,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,21,1
"2017-07-20 15:20:51,454",4235,000e,000d,000e,000d,CELLADD_REP,RCVD,,,,,,,18,1
"2017-07-20 15:20:51,456",4235,000e,000d,000e,000d,CELLADD_REQ,ENQUEUED,4,3,,,,,22,1
"2017-07-20 15:20:51,461",4235,000e,000d,000d,000e,CELLADD_REP,TXED,,,,,,,18,1
"2017-07-20 15:20:51,481",4235,000c,0001,0001,000c,CELLADD_REP,TXED,9,0,,,,,21,1
"2017-07-20 15:20:51,514",4242,000e,000d,000e,000d,CELLADD_REQ,TXED,,,,,,,22,1
"2017-07-20 15:20:51,543",4242,000e,000d,000d,000e,CELLADD_REQ,RCVD,,,,,,,22,1
"2017-07-20 15:20:51,544",4242,000e,000d,000d,000e,CELLADD_REP,ENQUEUED,4,3,,,,,22,1
"2017-07-20 15:20:51,601",4246,000e,000d,000e,000d,CELLADD_REP,RCVD,4,3,,,,,22,1
"2017-07-20 15:20:51,621",4246,000e,000d,000d,000e,CELLADD_REP,TXED,4,3,,,,,22,1
"2017-07-20 15:20:51,705",4257,0003,0002,0002,0003,CELLADD_REQ,RCVD,,,,,,,20,1
"2017-07-20 15:20:51,706",4257,0003,0002,0002,0003,CELLADD_REP,ENQUEUED,5,1,,,,,20,1
"2017-07-20 15:20:51,712",4257,0003,0002,0003,0002,CELLADD_REQ,TXED,,,,,,,20,1
"2017-07-20 15:20:51,722",4257,0006,000b,000b,0006,CELLADD_REQ,RCVD,,,,,,,15,1
"2017-07-20 15:20:51,723",4257,0006,000b,000b,0006,CELLADD_REP,ENQUEUED,7,7,,,,,15,1
"2017-07-20 15:20:51,791",4266,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,21,1
"2017-07-20 15:20:51,820",4266,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,7,4,,,,,23,1
"2017-07-20 15:20:51,836",4268,0008,000d,0008,000d,CELLADD_REQ,TXED,,,,,,,13,1
"2017-07-20 15:20:51,904",4277,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,23,1
"2017-07-20 15:20:51,941",4279,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,6,2,5,7,,,114,1
"2017-07-20 15:20:52,016",4288,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,23,1
"2017-07-20 15:20:52,051",4288,000c,0001,000c,0001,CELLADD_REQ,TXED,9,0,,,,,23,1
"2017-07-20 15:20:52,060",4290,0006,000b,0006,000b,CELLADD_REP,RCVD,7,7,,,,,15,1
"2017-07-20 15:20:52,068",4290,0006,000b,000b,0006,CELLADD_REP,TXED,7,7,,,,,15,1
"2017-07-20 15:20:52,162",4301,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,7,6,6,6,,,25,0
"2017-07-20 15:20:52,195",4301,0008,000d,000d,0008,CELLADD_REP,TXED,9,7,,,,,13,1
"2017-07-20 15:20:52,271",4312,0003,0002,0003,0002,CELLADD_REP,RCVD,5,1,,,,,20,1
"2017-07-20 15:20:52,277",4312,0003,0002,0002,0003,CELLADD_REP,TXED,5,1,,,,,20,1
"2017-07-20 15:20:52,278",4312,0002,0001,0002,0001,CELLADD_REQ,ENQUEUED,9,15,,,,,26,1
"2017-07-20 15:20:52,325",4319,0002,0001,0002,0001,CELLADD_REQ,TXED,7,8,,,,,26,1
"2017-07-20 15:20:52,352",4319,0002,0001,0001,0002,CELLADD_REQ,RCVD,,,,,,,26,1
"2017-07-20 15:20:52,824",4378,0008,0002,0008,0002,CELLADD_REQ,TXED,,,,,,,25,0
"2017-07-20 15:20:53,271",4433,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,6,0,8,1,,,114,1
"2017-07-20 15:20:53,290",4433,000a,000e,000e,000a,CELLADD_REP,TXED,5,4,,,,,114,1
"2017-07-20 15:20:53,534",4466,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,8,12,,,,,28,1
"2017-07-20 15:20:53,869",4510,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,8,14,,,,,29,0
"2017-07-20 15:20:53,894",4510,000c,0001,0001,000c,CELLADD_REP,TXED,9,0,,,,,23,1
"2017-07-20 15:20:54,039",4530,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,29,0
"2017-07-20 15:20:54,069",4532,000c,0001,0001,000c,CELLADD_REQ,FAILED,9,0,,,,,29,0
"2017-07-20 15:20:54,070",4532,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,5,3,6,3,,,30,0
"2017-07-20 15:20:54,224",4552,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,30,0
"2017-07-20 15:20:54,351",4563,000c,0001,0001,000c,CELLADD_REQ,FAILED,9,0,,,,,30,0
"2017-07-20 15:20:54,352",4563,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,8,1,,,,,31,0
"2017-07-20 15:20:54,363",4565,000a,000e,000a,000e,CELLADD_REQ,TXED,,,,,,,114,1
"2017-07-20 15:20:54,430",4574,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,31,0
"2017-07-20 15:20:54,567",4587,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,9,12,,,,,114,1
"2017-07-20 15:20:54,584",4587,000a,000e,000e,000a,CELLADD_REP,TXED,5,4,,,,,114,1
"2017-07-20 15:20:54,670",4598,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,7,7,7,14,8,11,33,1
"2017-07-20 15:20:54,682",4598,0008,0002,0002,0008,CELLADD_REP,TXED,5,1,,,,,28,1
"2017-07-20 15:20:54,772",4607,0008,0002,0002,0008,CELLADD_REQ,FAILED,9,0,,,,,25,0
"2017-07-20 15:20:54,773",4607,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,7,10,6,10,,,34,0
"2017-07-20 15:20:54,887",4620,0008,0002,0002,0008,CELLADD_REQ,RCVD,,,,,,,33,1
"2017-07-20 15:20:54,888",4620,0008,0002,0002,0008,CELLADD_REP,ENQUEUED,8,12,,,,,33,1
"2017-07-20 15:20:54,894",4620,0008,0002,0008,0002,CELLADD_REQ,TXED,,,,,,,33,1
"2017-07-20 15:20:55,159",4651,0008,0002,0008,0002,CELLADD_REQ,FAILED,9,0,,,,,33,1
"2017-07-20 15:20:55,160",4651,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,6,11,4,14,,,35,0
"2017-07-20 15:20:55,279",4664,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,4,8,,,,,36,0
"2017-07-20 15:20:55,298",4664,000c,0001,000c,0001,CELLADD_REP,FAILED,9,0,,,,,35,0
"2017-07-20 15:20:55,470",4686,0008,0002,0008,0002,CELLADD_REP,RCVD,8,12,,,,,33,1
"2017-07-20 15:20:55,476",4686,0008,0002,0002,0008,CELLADD_REP,TXED,8,12,,,,,33,1
"2017-07-20 15:20:55,587",4695,0008,0002,0002,0008,CELLADD_REQ,FAILED,9,0,,,,,33,1
"2017-07-20 15:20:55,588",4695,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,7,5,8,8,,,37,0
"2017-07-20 15:20:55,798",4719,000f,0008,000f,0008,CELLADD_REQ,ENQUEUED,9,14,,,,,38,1
"2017-07-20 15:20:55,891",4728,000f,0008,000f,0008,CELLADD_REQ,FAILED,9,0,,,,,38,1
"2017-07-20 15:20:55,892",4728,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,7,6,6,4,,,39,0
"2017-07-20 15:20:55,899",4730,000f,0008,0008,000f,CELLADD_REQ,RCVD,,,,,,,38,1
"2017-07-20 15:20:55,900",4730,000f,0008,0008,000f,CELLADD_REP,ENQUEUED,9,14,,,,,38,1
"2017-07-20 15:20:55,905",4730,000f,0008,000f,0008,CELLADD_REQ,TXED,,,,,,,38,1
"2017-07-20 15:20:56,004",4741,000f,0008,000f,0008,CELLADD_REP,RCVD,9,14,,,,,38,1
"2017-07-20 15:20:56,011",4741,000f,0008,0008,000f,CELLADD_REP,TXED,9,14,,,,,38,1
"2017-07-20 15:20:56,012",4741,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,6,0,,,,,40,1
"2017-07-20 15:20:56,071",4749,0008,0002,0002,0008,CELLADD_REQ,RCVD,,,,,,,40,1
"2017-07-20 15:20:56,072",4749,0008,0002,0002,0008,CELLADD_REP,ENQUEUED,6,0,,,,,40,1
"2017-07-20 15:20:56,089",4749,0008,0002,0008,0002,CELLADD_REQ,TXED,8,12,,,,,40,1
"2017-07-20 15:20:56,242",4763,0008,0002,0002,0008,CELLADD_REP,TXED,,,,,,,40,1
"2017-07-20 15:20:56,248",4763,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,6,6,5,4,10,11,41,1
"2017-07-20 15:20:56,309",4771,0008,0002,0002,0008,CELLADD_REQ,RCVD,,,,,,,41,1
"2017-07-20 15:20:56,310",4771,0008,0002,0002,0008,CELLADD_REP,ENQUEUED,10,11,,,,,41,1
"2017-07-20 15:20:56,326",4771,0008,0002,0008,0002,CELLADD_REQ,TXED,8,12,,,,,41,1
"2017-07-20 15:20:56,363",4774,0008,0002,0008,0002,CELLADD_REP,RCVD,6,0,,,,,41,1
"2017-07-20 15:20:56,369",4774,0008,0002,0002,0008,CELLADD_REP,TXED,6,0,,,,,41,1
"2017-07-20 15:20:56,480",4785,0008,0002,0002,0008,CELLADD_REP,TXED,10,11,,,,,41,1
"2017-07-20 15:20:56,689",4805,0008,0002,0002,0008,CELLADD_REQ,FAILED,9,0,,,,,41,1
"2017-07-20 15:20:56,690",4805,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,5,9,6,0,,,42,1
"2017-07-20 15:20:56,798",4818,000c,0001,000c,0001,CELLADD_REQ,FAILED,,,,,,,39,0
"2017-07-20 15:20:56,799",4818,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,5,8,,,,,114,1
"2017-07-20 15:20:56,896",4829,000a,000e,000a,000e,CELLADD_REQ,TXED,,,,,,,114,1
"2017-07-20 15:20:57,099",4849,000a,000e,000a,000e,CELLADD_REQ,FAILED,9,0,,,,,114,1
"2017-07-20 15:20:57,100",4849,000c,0005,000c,0005,CELLADD_REQ,ENQUEUED,4,15,6,12,,,44,0
"2017-07-20 15:20:57,192",4862,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,4,1,8,15,,,114,1
"2017-07-20 15:20:57,208",4862,000a,000e,000e,000a,CELLADD_REP,TXED,5,4,,,,,114,1
"2017-07-20 15:20:57,487",4893,000a,000e,000e,000a,CELLADD_REQ,FAILED,,,,,,,114,1
"2017-07-20 15:20:57,488",4893,000c,0005,000c,0005,CELLADD_REQ,ENQUEUED,8,3,,,,,46,0
"2017-07-20 15:20:57,686",4917,000c,0005,000c,0005,CELLADD_REQ,ENQUEUED,5,6,6,5,,,47,0
"2017-07-20 15:20:57,702",4917,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,42,1
"2017-07-20 15:20:57,863",4937,000c,0001,0001,000c,CELLADD_REQ,FAILED,,,,,,,42,1
"2017-07-20 15:20:57,864",4937,000c,0005,000c,0005,CELLADD_REQ,ENQUEUED,5,12,4,15,,,48,0
"2017-07-20 15:20:58,040",4961,000c,0005,000c,0005,CELLADD_REQ,ENQUEUED,7,10,5,1,,,49,0
"2017-07-20 15:20:58,404",5005,000c,0005,000c,0005,CELLADD_REP,FAILED,,,,,,,49,0
"2017-07-20 15:20:58,587",5027,000c,0005,000c,0005,CELLADD_REQ,ENQUEUED,8,4,,,,,50,1
"2017-07-20 15:20:58,604",5027,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,42,1
"2017-07-20 15:20:58,849",5060,000c,0005,000c,0005,CELLADD_REQ,TXED,9,0,,,,,50,1
"2017-07-20 15:20:58,854",5060,000c,0005,0005,000c,CELLADD_REQ,RCVD,,,,,,,50,1
"2017-07-20 15:20:58,855",5060,000c,0005,0005,000c,CELLADD_REP,ENQUEUED,6,12,,,,,50,1
"2017-07-20 15:20:58,950",5070,000c,0005,0005,000c,CELLADD_REP,TXED,6,12,,,,,50,1
"2017-07-20 15:20:59,056",5081,000c,0005,0005,000c,CELLADD_REP,TXED,6,12,,,,,50,1
"2017-07-20 15:20:59,159",5092,000c,0005,0005,000c,CELLADD_REP,TXED,6,12,,,,,50,1
"2017-07-20 15:20:59,289",5103,000c,0005,0005,000c,CELLADD_REP,TXED,6,12,,,,,50,1
"2017-07-20 15:20:59,410",5114,000c,0005,0005,000c,CELLADD_REP,TXED,6,12,,,,,50,1
"2017-07-20 15:20:59,518",5126,000c,0005,0005,000c,CELLADD_REP,FAILED,,,,,,,50,1
"2017-07-20 15:20:59,854",5170,000a,000e,000a,000e,CELLADD_REQ,TXED,,,,,,,114,1
"2017-07-20 15:21:00,037",5192,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,7,0,4,7,8,4,114,1
"2017-07-20 15:21:00,143",5203,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,42,1
"2017-07-20 15:21:00,254",5214,0002,0001,0001,0002,CELLADD_REP,TXED,,,,,,,26,1
"2017-07-20 15:21:00,605",5258,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,42,1
"2017-07-20 15:21:01,726",5401,000c,0001,0001,000c,CELLADD_REP,FAILED,5,4,,,,,42,1
"2017-07-20 15:21:01,913",5423,000c,0001,0001,000c,CELLADD_REP,FAILED,,,,,,,42,1
"2017-07-20 15:21:02,026",5440,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,10,5,5,10,10,15,114,1
"2017-07-20 15:21:02,558",5500,000a,000e,000a,000e,CELLADD_REQ,FAILED,,,,,,,114,1
"2017-07-20 15:21:02,907",5544,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,5,1,6,15,,,114,1
"2017-07-20 15:21:02,926",5544,000a,000e,000e,000a,CELLADD_REP,TXED,5,4,,,,,114,1
"2017-07-20 15:21:03,369",5599,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,10,4,,,,,114,1
"2017-07-20 15:21:03,385",5599,000a,000e,000e,000a,CELLADD_REP,TXED,5,4,,,,,114,1
"2017-07-20 15:21:03,894",5665,000a,000e,000a,000e,CELLADD_REQ,TXED,,,,,,,114,1
"2017-07-20 15:21:04,674",5764,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,6,12,,,,,114,1
"2017-07-20 15:21:05,616",5885,000a,000e,000a,000e,CELLADD_REQ,TXED,,,,,,,114,1
"2017-07-20 15:21:05,969",5929,000a,000e,000a,000e,CELLADD_REQ,ENQUEUED,6,15,4,13,,,114,1
"2017-07-20 15:21:05,986",5929,000a,000e,000a,000e,CELLADD_REP,FAILED,5,4,,,,,114,1
"2017-07-20 15:21:06,062",5940,000a,000e,000a,000e,CELLADD_REQ,TXED,,,,,,,114,1
